English,Czech
meaningless,bezvýznamný
awards,ocenění
fade,slábnout
hiring,najímání
burton,Burton
fees,poplatky
wretched,ubohý
krishna,Krišna
thoroughly,důkladně
exhibition,výstava
spends,tráví
denver,Denver
80s,80. léta
winners,vítězové
doris,doris
luther,Luther
disappearance,zmizení
madrid,Madrid
supported,podporován
advised,"Vezměte na vědomí,"
regina,regina
supermarket,supermarket
hereby,tímto
pier,molo
shorter,kratší
betrayal,zrada
philadelphia,Philadelphie
christians,Křesťané
psychology,psychologie
danielle,danielle
trent,Trent
keeper,brankář
detroit,Detroit
canadian,kanadský
su,su
associates,spolupracovníci
gerry,Gerry
restless,neklidný
collector,kolektor
marvellous,podivuhodný
physician,lékař
exposure,vystavení
grudge,zášť
lid,víčko
followers,následovníci
glow,záře
submarine,ponorka
towns,města
pawn,pěšák
edith,Edith
includes,zahrnuje
lu,lu
proposition,tvrzení
joker,žolík
spilled,vypuštěné
opposition,odpor
jang,jang
haley,Haley
hose,hadice
partnership,partnerství
usa,Spojené státy americké
timmy,timmy
breathes,dýchá
whoops,Jejda
astronaut,astronaut
porch,veranda
leonardo,leonardo
responding,reagovat
wishing,který si přeje
boil,vařit
kneel,klečet
tammy,Tammy
clumsy,nemotorný
rapid,rychlý
xiao,xiao
stevens,Stevens
invested,investoval
janice,Janice
roller,váleček
thai,thai
justify,ospravedlnit
garlic,česnek
yelled,zařval
simone,Simone
ammunition,munice
sushi,sushi
shaft,šachta
definition,definice
gardens,zahrada
chandler,svíčkář
ne,ne
notify,oznámit
brady,brady
beasts,zvěř
setup,založit
greed,chamtivost
dared,odvážil
unlucky,nešťastný
classroom,třída
treaty,dohoda
hike,túra
dagger,dýka
spine,páteř
detect,odhalit
chow,žrádlo
des,des
teenagers,mládež
handwriting,rukopis
mock,falešný
challenging,náročný
salon,salon
virtue,ctnost
lawsuit,soudní proces
shelly,skořápkový
clap,tleskat
mustache,knír
offence,útok
med,med
sultan,sultán
attraction,atrakce
franco,franco
courts,soudy
fortress,pevnost
cafÃ©,kavárně ©
peel,kůra
petrol,benzín
disappears,zmizí
asset,aktivum
warp,osnova
workshop,dílna
traps,pasti
jeannie,Jeannie
appreciated,ocenili
condemned,odsouzený
garrett,Garrett
muttering,mumlání
shook,zatřásl
naval,námořní
egyptian,Egypťan
expand,rozšířit
sunrise,svítání
swine,svině
jingle,cinkot
lordship,lordstvo
peach,broskev
filmed,natočeno
pakistan,Pákistán
oughta,oughta
selection,výběr
squeaking,skřípání
condom,kondom
sadie,Sadie
barbie,Barbie
alongside,vedle
risking,riskovat
democratic,demokratický
nerd,blbeček
dancers,tanečnice
crook,podvodník
mack,gumák
grasp,uchopit
translate,přeložit
behaving,chovající
humiliating,ponižující
quarrel,hádka
lively,živý
fury,zuřivost
policemen,policisté
sensei,sensei
elders,starší
battlefield,bojiště
sticky,lepkavý
glen,rokle
liu,liu
primitive,primitivní
reign,panování
eugene,Eugene
stash,skrýš
evolved,Evolved
shifts,posuny
unlock,odemknout
devices,zařízení
peculiar,podivný
talents,talenty
anita,Anita
foreigners,cizinci
snacks,občerstvení
mint,máta
pissing,pissing
fuse,pojistka
manuel,manuel
towers,věže
freezer,mrazák
inheritance,dědictví
villages,vesnic
beckett,Beckett
jewel,klenot
bollocks,hovadina
shells,skořápky
swept,zametl
recognition,uznání
shovel,lopata
artistic,umělecký
qualities,vlastnosti
ferry,trajekt
darren,Darren
misunderstood,nepochopený
portal,portál
atomic,atomový
javier,Javier
ava,ava
claiming,prohlašovat
examined,zkoumal
defensive,obranný
kenneth,Kenneth
kat,kat
sensation,senzace
ahhh,ach
5th,5.
increasing,vzrůstající
fugitive,uprchlík
urban,městský
visions,vize
bathing,koupání
gregory,Řehoř
delight,rozkoš
iot,Internet věcí
genes,geny
boundaries,hranice
caution,Pozor
ellis,ellis
strangled,škrtil
thorough,důkladný
ike,ike
bites,kousnutí
nude,akt
tidy,uklidit
patricia,Patricia
tate,tate
obligation,povinnost
ari,Ari
clearance,odbavení
reserved,Rezervováno
nasa,nasa
spock,Spock
marion,marion
this-,tento-
reflect,odrážet
jammed,uvíznutý
sleeve,rukáv
classy,nóbl
fag,teplouš
angelo,angelo
bradley,Bradley
bananas,banány
ex-husband,bývalý manžel
saints,svatí
longest,nejdelší
confirmation,potvrzení
mushrooms,houby
cyrus,cyrus
toni,Toni
p.,p.
finals,finále
millionaire,milionář
adoption,přijetí
wired,kabelové
comet,kometa
handing,předání
cheerful,veselý
deb,deb
acceptable,přijatelný
realistic,realistický
waits,čeká
sufficient,dostatečný
cosmic,vesmírný
nolan,Nolan
gabe,Gabe
intellectual,intelektuální
we,my
vomit,zvracení
warmth,teplo
magnum,magnum
associated,přidružený
alas,Běda
engineers,technici
offend,urazit
overwhelming,ohromující
sherry,sherry
inherited,zděděný
antoine,antoine
whooping,dávivému
scars,jizvy
sheldon,sheldon
purposes,účely
robbing,loupení
refrigerator,lednička
instructor,instruktor
darrin,darrin
moms,maminky
overtime,přesčas
percy,Percy
laurel,vavřín
females,ženy
sacrifices,oběti
representing,představující
drift,závěj
ruthless,nemilosrdný
a,A
po,PO
arguments,argumenty
crappy,mizerný
musicians,hudebníci
sidney,sidney
depressing,depresivní
lasts,trvá
doom,osud
milo,milo
cant,fráze
backpack,batoh
aisle,ulička
insulting,urážející
edition,edice
losses,ztráty
sh,sh
preacher,kazatel
schmidt,schmidt
swinging,houpavý
managing,řídící
sinking,potopení
lacey,Lacey
casting,odlitek
trials,pokusy
demonstrate,prokázat
diseases,nemoci
beggar,Žebrák
amounts,množství
traced,dohledat
raven,Havran
activate,aktivovat
slapped,plácl
heroic,hrdinný
roar,řev
queer,teplouš
uk,Spojené království
matching,vhodný
trump,trumf
resignation,rezignace
newton,newton
sincerely,S pozdravem
stacy,Stacy
saul,Saul
madman,šílenec
jenkins,Jenkins
poke,strčit
spicy,pikantní
swap,výměna
programs,pořady
sheer,naprostý
spaceship,kosmická loď
schultz,Schultz
blink,blikat
steer,řídit
males,muži
injection,injekce
know-,vědět-
ant,mravenec
reform,reforma
mother-in-law,nevlastní matka
properties,vlastnosti
virtually,prakticky
camps,tábory
tapping,poklepáním
tequila,tequila
inquiry,poptávka
fainted,omdlela
formation,formace
shields,štíty
escaping,unikající
unemployed,bez práce
murdering,vraždit
interviewed,dotazovaných
striking,překvapující
vows,sliby
donovan,Donovan
antique,antický
il,il
sherlock,sherlock
puke,dávit
hysterical,hysterický
taller,vyšší
employment,zaměstnanost
thats,to je
agrees,"souhlasí s tím,"
dodge,vyhnout se
unite,sjednotit
mumbling,mumlání
rabbits,králíci
repeating,opakování
mule,mezek
locals,místní obyvatelé
v.,proti.
neighbourhood,sousedství
hayes,Hayes
bats,netopýři
beliefs,přesvědčení
spared,ušetřil
vegetable,zeleninový
ch00ffff,ch00ffff
liv,liv
bunker,bunkr
channels,kanály
phenomenon,jev
hips,boky
grayson,Grayson
expelled,vyloučen
camille,Camille
languages,jazyky
iv,iv
premises,prostory
pronounce,vyslovit
ng,ng
bridges,mosty
ape,opice
julius,Julius
bruises,modřiny
convict,odsoudit
prettier,hezčí
elections,volby
18th,18.
annoyed,otrávený
hometown,rodné město
earrings,náušnice
discreet,diskrétní
poured,nalil
morphine,morfium
henderson,Henderson
jun,června
narrating,vyprávějící
rookie,bažant
peanuts,arašídy
camel,velbloud
abe,abe
chewing,žvýkání
imagining,představování
runner,běžec
hyun,hyun
tomatoes,rajčata
sponsor,sponzor
fulfilled,splněna
probe,sonda
karate,karate
grease,tuk
dinosaurs,dinosauři
rebellion,povstání
marta,marta
lone,osamělý
nan,nan
underestimate,podcenění
acres,akrů
carlton,Carlton
hacked,hacknutý
barber,holič
mining,hornictví
aged,letitý
designs,vzory
preferred,Výhodný
19th,19.
onions,cibule
stray,zbloudilý
void,prázdno
sixteen,šestnáct
slower,pomaleji
hannibal,Hannibal
sabotage,sabotovat
rabbi,rabín
concerning,Pokud jde o
dixon,Dixon
holt,holt
mannix,Mannix
noted,"poznamenat,"
peterson,Peterson
dental,zubní
obama,obama
squirrel,veverka
committing,spáchání
werewolf,vlkodlak
slipping,uklouznutí
mm-mm,mm-mm
matthews,Matthews
explosions,výbuchy
seo,seo
russ,Russ
whitney,Whitney
ignoring,ignorování
infinite,nekonečný
cavalry,kavalerie
lam,lam
suzanne,Suzanne
bomber,bombardér
ruling,vládnoucí
boiling,vařící
needles,jehly
semester,semestr
irrelevant,irelevantní
savior,zachránce
veil,závoj
tramp,tulák
roberto,roberto
deepest,nejhlubší
perfection,dokonalost
shutting,uzavírací
iii,iii
tiffany,hedvábný tyl
mentor,učitel
branches,větve
enthusiasm,nadšení
arena,aréna
listens,poslouchá
hardware,Hardware
greatly,velmi
battalion,batalión
moustache,knír
irresponsible,nezodpovědný
audio,Zvuk
ga,ga
initiative,iniciativa
sweaty,zpocený
noel,noel
requests,žádosti
distraction,rozptýlení
parrot,Papoušek
steed,oř
entertaining,zábavný
whipped,šlehaný
proving,dokazování
assaulted,napaden
piggy,prasátko
pause,pauza
surviving,přežívající
funding,financování
dinosaur,dinosaurus
acquaintance,známost
bedtime,spaním
rail,kolejnice
rooster,kohout
cowards,zbabělci
hastings,Hastings
container,kontejner
lori,lori
secured,zajištěné
tossed,odhodil
stripper,striptérka
s.,s.
steele,steele
waving,mávání
clamoring,dožaduje
banker,bankéř
bacteria,bakterie
indicates,indikuje
assassination,atentát
yeah.,to jo.
starring,v hlavních rolích
drawings,výkresy
cupboard,skříňka
sanctuary,svatyně
surgical,chirurgický
pairs,párů
purely,pouze
temptation,pokušení
elderly,starší
geoffrey,Geoffrey
vibe,vibe
profound,hluboký
gong,gong
transformed,transformovala
crop,oříznutí
21st,21.
detailed,detailní
scrap,šrot
abigail,Abigail
careless,neopatrný
dove,holubice
sloppy,nedbalý
atlanta,Atlanta
hideous,ohyzdný
10th,10.
lizard,ještěrka
separation,oddělení
intern,internovat
tab,poutko
psych,psych
ranks,řady
parish,farní
booty,kořist
peasant,rolník
squeal,kvičení
oooh,oooh
comb,Hřeben
bash,praštit
restored,obnovena
platoon,četa
junkie,feťák
involves,zahrnuje
rupert,Rupert
norm,norma
carrier,dopravce
fatty,mastný
difficulties,potíže
producers,výrobci
superb,nádherný
tha,tha
candidates,kandidáti
summoned,povolán
15th,15.
refuge,útočiště
righteous,spravedlivý
carolina,Carolina
onion,cibule
natasha,natasha
pickup,vyzvednout
spells,kouzla
wesley,Wesley
carrington,Carrington
armies,armády
seasons,seasons
senor,senor
billie,Billie
specialty,specialita
thirst,žízeň
select,vybrat
rendezvous,schůzka
smiled,usmál
colorado,colorado
visa,vízum
spice,koření
caller,návštěvník
foods,potraviny
rational,Racionální
scottish,skotský
cunning,mazaný
grunt,zachrochtání
knot,uzel
hairs,chloupky
payments,Platby
granddad,dědeček
massacre,masakr
competitive,konkurenční
herb,bylina
mae,mae
immune,imunní
grenade,granát
regularly,pravidelně
stakes,stakes
kilos,kilo
monks,mniši
70s,70.
gail,Gail
guinea,Guinea
invent,vymyslet
nursery,školka
protein,protein
elbow,loket
keller,Keller
clowns,klauni
thirteen,třináct
tattoos,tetování
flown,letecky
mustard,hořčice
7th,7.
terrace,terasa
alter,změnit
franz,franz
transportation,přeprava
what-,co-
lens,objektiv
alaska,Aljaška
ha-ha-ha,ha ha ha
interference,rušení
freakin,ujíždět
wont,zvyklý
weep,plakat
clive,clive
mourning,smutek
crooked,křivý
trainer,trenér
janitor,vrátný
gradually,postupně
immigration,přistěhovalectví
filth,špína
momma,máma
father-in-law,nevlastní otec
jackass,blbec
cho,cho
reminder,připomínka
culprit,viník
gabrielle,gabrielle
innit,že jo
magistrate,smírčí soudce
jasmine,jasmín
m-,m-
womb,lůno
texting,psaní
injustice,bezpráví
figuring,přijít
fracture,zlomenina
insanity,šílenství
peasants,rolníci
blossom,květ
etc,atd
agony,muka
sounding,sondování
oz,unce
elementary,základní
seized,zmocnili
teaches,učí
lovejoy,Lovejoy
phillips,křížový
eighteen,osmnáct
shack,chatrč
teen,dospívající
definite,určitý
scrub,křoví
ruler,pravítko
mold,plíseň
contents,obsah
bitten,pokousaný
antidote,protijed
was-,was-
saves,ukládá
bunk,lůžko
thor,thor
republican,republikán
graveyard,hřbitov
attempts,pokusy
poirot,Poirot
aspect,aspekt
relate,vztahovat
lemonade,limonáda
flour,mouka
nypd,NYPD
biology,biologie
dusty,zaprášený
felony,zločin
jax,Jax
fundamental,základní
jai,jai
successfully,úspěšně
potentially,potenciálně
donnie,Donnie
strangely,podivně
condoms,kondomy
quantum,kvantum
utter,naprostý
activated,aktivován
installed,nainstalován
interrupted,přerušeno
er,er
discharge,vybít
devastated,zpustošený
substitute,náhradní
splash,kaluž
julio,Julio
exile,vyhnanství
aspirin,aspirin
authentic,autentický
12th,12.
summit,vrcholek
beck,kývnutí
addiction,závislost
lent,půjčil
drone,trubec
involving,zahrnující
boyfriends,milenci
tango,tango
permanently,natrvalo
province,provincie
attempting,pokoušet
deceived,podvedl
know,vědět
triangle,trojúhelník
skipped,Vynechané
strawberry,jahoda
mirrors,zrcadla
self-defense,Sebeobrana
preston,Preston
overwhelmed,zahlceni
swift,rychlý
creeps,husí kůže
token,žeton
temporarily,dočasně
poisonous,jedovatý
heidi,Heidi
diagnosis,diagnóza
ninth,devátý
locations,umístění
retrieve,získat
robbers,lupiči
conclusions,závěry
joanna,Joanna
disabled,invalidní
ira,ira
extension,rozšíření
lining,podšívka
yuri,Yuri
hip-hop,hip-hop
freeman,svobodný člověk
scoop,lopatka
merlin,islandský sokol
bridget,Bridget
revving,vystupňováním
transform,přeměnit
shelby,shelby
hospitality,pohostinství
brooks,potoky
survey,průzkum
hunted,lovené
cozy,útulný
g.,G.
recommendation,doporučení
providing,pokud
microphone,mikrofon
skeleton,kostra
muslims,muslimové
toll,mýto
reconsider,znovu uvážit
creaks,creaks
extended,rozšířená
spear,kopí
overboard,přes palubu
ai,ai
clinton,clinton
petition,petice
baggage,zavazadla
scumbag,parchant
tribute,hold
weddings,svatby
facilities,vybavení
bangs,ofina
claw,dráp
donation,sponzorský dar
isabelle,Isabelle
traitors,zrádci
mei,já
jasper,jaspis
borders,hranice
australian,Australan
colby,Colby
boxer,boxer
whilst,zatímco
misfortune,smůla
elaborate,propracovaný
sights,pamětihodnosti
maestro,maestro
mysteries,záhady
loosen,Povolte
gifted,nadaný
i--i,Já - já
involvement,účast
affects,postihuje
summon,předvolat
sherman,Sherman
churchill,Churchill
theresa,je tu
solitary,osamělý
wilderness,divočina
baltimore,baltimore
olympic,olympijský
undo,vrátit
mechanism,mechanismus
vietnamese,vietnamština
vanish,zmizet
dome,kupole
biting,kousání
ronald,Ronald
texted,texted
sage,šalvěj
yummy,báječný
tactics,taktika
slack,slack
snapped,zlomit
weekly,týdně
bushes,křoví
grandparents,prarodiče
like-,jako-
henri,Henri
obtain,získat
hart,jelen
flights,lety
adventures,Dobrodružství
hottest,nejteplejší
grown-up,dospělý
eden,ráj
mild,mírný
dom,dom
fourteen,čtrnáct
smuggling,pašování
blend,směs
chancellor,kancléř
biscuits,sušenky
gorilla,gorila
dynasty,dynastie
acquired,nabytý
businesses,podniky
countless,nespočetný
fritz,Fritz
brent,brent
gardener,zahradník
barracks,kasárny
flirt,flirtovat
cooks,kuchaři
distorted,zkreslený
carved,vytesaný
jumps,skoky
superhero,super hrdina
forests,lesy
clapping,tleskání
psychiatric,psychiatrický
snuck,Vplížil jsem
roughly,zhruba
screamed,křičel
raja,raja
disappearing,mizející
establishment,zřízení
whales,velryby
lump,kus
dwarf,trpaslík
environmental,ekologický
mam,mam
pint,pinta
loading,načítání
diplomatic,diplomatický
exclaims,zvolá
context,kontext
volunteered,Dobrovolně
risked,riskoval
gangs,gangy
boost,zesílení
fax,fax
dante,dante
partial,částečný
refusing,zamítnutí
gaze,zadívat
rene,rene
nuisance,obtíž
terrorism,terorismus
jerome,Jerome
ungrateful,nevděčný
donate,darovat
relieve,zmírnit
13th,13.
grandchildren,vnoučata
felicity,štěstí
maureen,Maureen
represented,zastoupené
co,ko
neutral,neutrální
philippe,Filip
workin,pracovat
steering,řízení
rm,rm
presidential,předsednický
rental,půjčovna
challenged,napadnout
julien,julien
feeds,zdroje
je,JE
vegetarian,vegetariánský
teasing,škádlení
surprisingly,překvapivě
iran,Írán
shrine,svatyně
automatically,automaticky
timer,časoměřič
gasoline,benzín
juliette,Juliette
scouts,skauti
millie,Millie
google,Google
dorm,kolej
athlete,sportovec
shiva,shiva
robber,lupič
convent,klášter
balloons,balóny
crawford,Crawford
barb,ozub
enters,vstupuje
maps,mapy
meth,meth
ifyou,jestli ty
fruits,ovoce
colored,barevný
poppy,mák
metro,metro
clarke,Clarke
fernando,Fernando
scully,Scullyová
resolved,vyřešen
sessions,sezení
conservative,konzervativní
rates,sazby
forged,kovaný
legends,legendy
arrows,šipky
charley,Charley
dismiss,zavrhnout
authorized,autorizovaný
slavery,otroctví
attended,zúčastnil
flows,proudí
employed,zaměstnán
decorated,ozdobený
parallel,paralelní
detected,zjištěno
grove,háj
coverage,Dosah
hen,slepice
pyramid,pyramida
overall,celkově
hum,hučení
specially,speciálně
rebuild,obnovit
exclaiming,volat
producing,produkující
sewing,šití
occasions,události
boards,desky
trumpet,trubka
yes.,Ano.
shaped,tvarované
matched,uzavřeno
daughter-in-law,nevlastní dcera
ammo,munice
typing,psaní na stroji
macgyver,MacGyver
blades,Nože
thailand,Thajsko
becca,Becca
wo,wo
debris,trosky
luca,luca
cement,cement
hamlet,osada
nat,nat
communists,komunisté
showers,sprchy
tougher,tužší
sailors,námořníci
kitt,kITT
comedian,komik
harassment,obtěžování
missus,panička
monitoring,monitorování
smashing,senzační
shaved,oholený
inventory,inventář
housekeeper,hospodyně
tribes,kmeny
long-term,dlouhodobý
vile,hanebný
gotham,Gotham
imaginary,imaginární
artillery,dělostřelectvo
ping,ping
cereal,obilnina
zoom,Zvětšení
portion,část
irony,ironie
14th,14.
exceptional,výjimečný
slit,štěrbina
ss,ss
despise,opovrhovat
waltz,valčík
humour,humor
crashes,Zhroucení
gu,gu
stammering,koktání
coaches,trenéři
joo,joo
await,čeká
bryan,bryan
celebrated,proslulý
encouraged,povzbudil
devils,devils
gag,gag
telescope,dalekohled
verse,verš
stalin,Stalin
e-mails,e-maily
iet,IET
babysitter,domácí opatrovnice dětí
pr,pr
distinguished,rozlišit
licence,licence
addicted,závislý
bauer,bauer
speeches,projevy
wit,vtip
programmed,naprogramovaný
bliss,blaho
donny,Donny
elsa,elsa
com,com
recorder,zapisovač
hides,kůže
shameless,nestydatý
apartments,apartmány
tipped,hrotem
turf,rašelina
tang,říz
tu,út
discharged,vybitá
psychologist,psycholog
duh,duh
delete,vymazat
jock,atlet
wrath,hněv
estimate,odhad
tutor,tutor
jurisdiction,jurisdikce
impulse,impuls
penguin,tučňák
tubes,zkumavky
playground,hřiště
sew,šít
nickel,nikl
claws,drápy
giants,obři
daring,odvážný
posters,plakáty
peacefully,pokojně
rag,hadr
caves,jeskyně
nikita,Nikita
stern,záď
condolences,upřímná soustrast
ohhh,ohhh
dearly,vroucně
humiliation,ponížení
worldwide,celosvětově
cartoon,kreslený film
disrespect,neúcta
so-,tak-
shhh,shhh
underworld,podsvětí
marble,mramor
lilly,lilly
chun,chun
curly,kudrnatý
judged,ohodnotil
bidding,licitace
erased,vymazaný
confuse,zmást
masterpiece,místrovské dílo
pentagon,Pentagon
oppa,OPPA
tow,vlek
seduce,svést
bathtub,vana
pets,domácí mazlíčci
bricks,cihly
goa,goa
hotter,teplejší
regime,režim
contempt,opovržení
batch,várka
m-i,m-i
ramsay,Ramsay
speeding,rychlá jízda
compartment,přihrádka
tackle,vypořádat se
wage,mzda
shines,svítí
lifting,zdvihání
hustle,ruch
inmates,vězni
km,km
psst,psst
scooter,koloběžka
relatively,poměrně
stoned,zfetovaný
supernatural,nadpřirozený
darwin,darwin
viewers,diváci
lorenzo,Lorenzo
treasures,poklady
yankee,Yankee
lang,lang
taco,taco
charts,grafy
brigade,brigáda
bankrupt,konkurzu
marianne,Marianne
bikes,kola
lookout,pozor
merchandise,zboží
slippery,kluzký
duchess,vévodkyně
gulf,záliv
foam,pěna
steals,krade
numerous,početný
ripping,kopírování
trusts,důvěřuje
flock,stádo
potion,lektvar
fiance,snoubenec
glimpse,záblesk
invincible,neporazitelný
compensation,kompenzace
kettle,konvice
stroll,procházka
trish,Trish
brendan,Brendan
cafeteria,jídelna
sane,rozumný
currency,měna
amsterdam,Amsterodam
radius,poloměr
verify,ověřit
founded,Založený
medic,zdravotník
peek,pokukovat
sewer,stoka
vernon,vernon
callie,Callie
bbc,bbc
hull,trup
solomon,Šalamoun
madonna,madona
toad,ropucha
powell,Powell
maxwell,Maxwell
moose,Los
souvenir,suvenýr
stitch,steh
compass,kompas
mercury,rtuť
locking,zamykací
edwards,Edwards
frederick,Frederick
dislike,nemít rád
stu,stu
rib,žebro
pamela,Pamela
brace,rovnátka
ban,zákaz
gracias,gracias
stitches,stehy
thrust,tah
referred,odkazoval
achievement,úspěch
links,Odkazy
denying,popírat
monastery,klášter
newly,nově
impatient,netrpělivý
recruit,rekrut
sunk,potopena
ignorance,neznalost
drugged,omámený
predicted,předpovídal
floyd,floyd
creator,tvůrce
mississippi,Mississippi
civilized,civilizovaný
artery,tepna
dynamic,dynamický
competing,soutěžit
buffy,buffy
distribution,rozdělení
turk,Turek
voiceover,komentování
stereo,stereo
ethel,Ethel
ark,archa
carpenter,tesař
it.,to.
warner,warner
industries,Průmyslová
melted,roztavený
upsetting,rozčilující
cruz,cruz
labs,laboratoře
bluff,blufovat
bender,pitka
unbearable,nesnesitelný
narcotics,narkotika
juicy,šťavnatý
eerie,děsivý
ingrid,ingrid
mwah,mwah
slippers,bačkory
freaky,podivné
vip,vip
troop,oddíl
footprints,stopy
dani,dani
pact,pakt
apparent,zdánlivý
repeated,opakovala
foreigner,cizinec
feelin,feelin
journalists,novináři
employer,zaměstnavatel
penelope,penelope
grim,ponurý
medieval,středověký
damien,Damien
frustrating,frustrující
rehearse,zkoušet
travelled,cestoval
preparation,příprava
microwave,mikrovlnná trouba
denial,odmítnutí
flute,flétna
juvenile,mladistvý
paddy,Patrik
retarded,retardovaný
memo,memorandum
canvas,plátno
fa,fa
and-and,and-i
symbols,symboly
mccoy,McCoy
daly,Daly
driveway,příjezdová cesta
funky,zděšený
kitten,kotě
nicest,nejhezčí
deceive,oklamat
negro,černoch
chopped,sekaný
consultant,poradce
rifles,pušky
heating,topení
rays,paprsky
architecture,architektura
gideon,Gideon
butch,chlapský
warmer,ohřívač
contribution,příspěvek
advisor,poradce
peoples,národy
groceries,koloniál
behaved,vychovaný
experiencing,zažívá
yÎ¿u,yÎ¿u
settling,usazování
tractor,traktor
unacceptable,nepřijatelný
imitating,imitující
squadron,letka
briggs,Briggs
smallest,nejmenší
ethics,etika
gibson,gibson
devotion,oddanost
plumber,instalatér
burgers,hamburgery
knots,uzlů
broom,koště
briefing,instruktáž
curve,křivka
informant,informátor
applauding,tleskal
whites,bílé
app,aplikace
andrews,Andrews
blog,blog
ox,vůl
vase,váza
glance,pohled
collective,kolektivní
poles,stožáry
sixty,šedesát
fantasies,fantazie
heritage,dědictví
motherfucking,zasranou
fisherman,rybář
armstrong,Armstrong
nder,nder
complained,stěžoval
nightclub,noční klub
willow,vrba
preliminary,předběžný
server,Server
provides,poskytuje
mat,rohož
appreciation,uznání
a-a,A-A
historic,historický
jorge,jorge
promote,podporovat
processing,zpracovává se
naples,Neapol
high-pitched,pisklavý
pumping,čerpací
stalker,stopař
goats,kozy
francine,Francine
smokes,kouří
introduction,úvod
valid,platný
portuguese,portugalština
negotiations,jednání
o.r.,nebo.
wheeler,kolář
overheard,zaslechl
iove,zamilovaný
breeding,chov
part-time,poloviční úvazek
barge,bárka
refugees,uprchlíci
wah,wah
observed,pozorovaný
tigers,tygři
brothel,bordel
missions,mise
ashore,na břehu
panda,panda
discretion,uvážení
yale,yale
disappointing,zklamání
insect,hmyz
prophecy,proroctví
wanda,Wanda
absent,nepřítomný
machinery,stroje
generals,generálové
carrot,mrkev
ferrari,ferrari
wrecked,rozbitý
gestapo,gestapo
greene,greene
suggestions,návrhy
puff,bafat
supportive,podpůrný
punching,děrování
lulu,svůdná žena
intervention,zásah
layers,vrstvy
hughes,Hughes
scholar,učenec
libby,Libby
predators,dravci
accusations,obvinění
8th,8.
olympics,olympiáda
accounting,účetnictví
jj,jj
expertise,odbornost
strap,popruh
fitz,Fitz
darryl,Darryl
butts,nedopalky
approaches,přístupy
flags,flags
embarrassment,rozpaky
faking,Falšování
jamal,Jamal
vanilla,vanilka
grapes,hrozny
dominic,Dominic
beacon,maják
handkerchief,kapesník
rubbing,odření
mallory,Mallory
rustling,šustění
lighten,Světlejší
flora,flóra
cuban,kubánský
polar,polární
translator,překladatel
congrats,gratuluji
passports,pasy
grabbing,grabování
alf,alf
brotherhood,bratrství
ernest,Ernest
professionals,odborníci
yuan,yuan
understandable,srozumitelný
banner,prapor
academic,akademický
thuds,úderů
sa,sa
publicly,veřejně
orphans,sirotci
pearls,perly
predator,dravec
brien,Brien
frances,Frances
addison,Addison
syrup,sirup
cartel,kartel
nash,Nash
walsh,Walsh
norma,norma
bluffing,blufování
permitted,povolené
unpredictable,nepředvídatelný
wagner,wagner
suspension,suspenze
addresses,adresy
stamps,známky
category,kategorie
transition,přechod
peas,hrášek
cautious,opatrný
k.,k.
isabella,isabella
comparison,srovnání
coats,kabáty
islam,islám
thugs,lupiči
grams,gramů
freshman,student prvního ročníku
toilets,toalety
banquet,hostina
coup,úder
shaken,otřesený
investigations,vyšetřování
toothbrush,Kartáček na zuby
expressed,vyjádřený
vulgar,vulgární
haunt,strašit
improvement,zlepšení
zeus,Zeus
murdoch,Murdoch
smelling,vonící
kirby,Kirby
repairs,opravy
jeong,jeong
conducted,prováděny
ollie,ollie
bakery,pekařství
busting,mlátit
investigated,zkoumány
60s,60.
admission,přijetí
essay,esej
twitter,cvrlikání
depths,hloubky
fewer,méně
guarding,střežení
altered,změněn
filing,podání
ecstasy,extáze
snatch,úryvek
stored,uložen
tropical,tropický
pharmacy,lékárna
dalton,Dalton
altitude,nadmořská výška
admired,obdivovaný
dickhead,blbec
priya,priya
mamma,máma
moe,Vočko
grind,mletí
bombay,Bombaj
he,on
lowest,Nejnižší
makin,Makin
sentences,věty
mute,Ztlumit
full-time,plný úvazek
scratching,škrábání
imprisoned,uvězněný
danish,dánština
glowing,řeřavý
zhang,zhang
martini,Martini
leah,Leah
empress,císařovna
equipped,vybavený
finale,finále
tarzan,Tarzan
storms,bouře
sniff,čichat
oh.,Ach.
me.,mě.
slick,úhledný
unarmed,neozbrojený
16th,16.
violated,porušována
vent,průduch
dd,dd
breakthrough,průlom
stud,knoflíček
addressed,řešit
tactical,taktický
vessels,cévy
procedures,postupy
ching,ching
dine,večeřet
draws,Kreslí
crowds,davy
limb,končetina
wool,vlna
montana,montana
giovanni,giovanni
jerks,trhne
numb,strnulý
oceans,oceány
priceless,neocenitelný
rocking,houpací
commanding,impozantní
relaxing,relaxační
clatters,clatters
merci,merci
gerard,Gerard
packs,balení
parlor,salon
cabbage,zelí
josÃ©,José ©
intruder,vetřelec
considerable,značný
argued,argumentoval
paladin,bojovník
tellin,tellin
pupils,žáci
inspire,INSPIRE
positively,jednoznačně
igor,Igor
traded,obchodovány
shipped,dodáno
feminine,ženský
vague,vágní
partly,částečně
6th,6.
insight,porozumění
lucia,Lucia
stages,stupně
um-,um-
screenplay,scénář
marquis,markýz
rahul,Rahul
ripe,zralý
awaiting,čeká
pigeons,holubi
clayton,Clayton
tempted,pokušení
inherit,zdědit
decline,pokles
pennsylvania,Pennsylvania
fang,tesák
shitting,prdel
tens,desítky
